Part_Number,Descripcion,Categoria,Familia,Costo_Promedio,Ultimo_x0020_Costo,Fecha_Ultima_Compra
C02030178,"Bandeja 19"" 1U 50cm para bastidor doble faz",C02,03,13361,13361,2019-09-25T00:00:00-03:00
C02030179,Bastidor Simple 42U 2.00 Mt Negro,C02,03,37647,37647,2019-10-08T00:00:00-03:00
C02030204,Tuerca enjaulada para Perno M-6,C02,03,690,690,2023-05-23T00:00:00-04:00
C02030221,"Bandeja 19"" portateclado ajustable 600",C02,03,11287,11287,2015-04-01T00:00:00-03:00
C02030396,Rack Gabinete Autosoportado 2100x800,C02,03,300000,300000,2023-06-20T00:00:00-04:00
C02030398,"Ordenador de Cable 19"" 2U",C02,03,6588,6588,2023-06-14T00:00:00-04:00
C02030405,Fibra Optica FO Multimodo 6F OM3 50/125 Exterior LSZH,C02,03,777,777,2023-06-05T00:00:00-04:00
C02030483,Minibandeja empalme Fibra Optica Easyfiber 12f,C02,03,19504,19504,2022-11-02T00:00:00-03:00
C02030525,Zapatilla PDU rackeable 10A 5113 12CH,C02,03,25966,25966,2023-06-14T00:00:00-04:00
C02030526,Bastidor 32U 1.50 M Negro,C02,03,29916,29916,2015-11-24T00:00:00-03:00
C02030694,Bandeja simple para rack,C02,03,9257,9244,2023-06-05T00:00:00-04:00
C02030695,Perno M-6,C02,03,67,101.5,2019-12-06T00:00:00-03:00
C02030787,Mini Server Enviromux,C02,03,94860,150000,2015-11-02T00:00:00-03:00
C02030845,Conector Jumper FO Duplex SC/SC 2 mts.,C02,03,3601,3244,2023-04-20T00:00:00-03:00
C02030846,Adaptador duplex SC/SC,C02,03,290,290,2022-04-18T00:00:00-03:00
C02030854,Rack Gabinete Mural 09U 600x450mm,C02,03,71008,71008,2023-06-05T00:00:00-04:00
C02031044,Rack Gabinete Mural 06U 600x450mm,C02,03,65085,65000,2023-05-18T00:00:00-04:00
C02031111,SLm Placa Fibra Optica Sc/bandeja 18p,C02,03,0,2441.2,2012-03-14T00:00:00-03:00
C02031113,Conector Jumper FO Duplex LC/SC,C02,03,5070,7794,2023-06-05T00:00:00-04:00
C02031146,"Cabecera Fibra Optica 24SC 19"" ODF (Rackeable)",C02,03,33445,33445,2023-06-22T00:00:00-04:00
C02031148,Rack Gabinete Mural 15U 600x600mm acceso frontal y lateral,C02,03,98438,98438,2022-02-11T00:00:00-03:00
C02031201,Rack Gabinete mural de 12 U,C02,03,68712,77395,2023-03-07T00:00:00-03:00
C02031214,Soporte metalico para regleta NT-SOPMET 10 regletas,C02,03,10500,10500,2013-09-24T00:00:00-03:00
C02031284,Rack Gabinete Mural 04U 280x310mm,C02,03,27815,27815,2023-05-22T00:00:00-04:00
C02031365,Conector Pigtail FO MM SC 1.5M,C02,03,619,620,2023-06-19T00:00:00-04:00
C02031390,Rack Gabinete Mural 14U 620*600,C02,03,75849,75849,2012-08-09T00:00:00-04:00
C02031888,Rack Gabinete Mural 02U 138x300mm,C02,03,18992,18992.4,2019-03-19T00:00:00-03:00
C02032026,Conector FO APC Easyfit,C02,03,583,583,2019-10-25T00:00:00-03:00
C02032027,Conector FO UPC Easyfit,C02,03,560,560,2019-10-25T00:00:00-03:00
C02032315,Rack Gabinete Mural 10U 614x450mm Exterior IP65 Beige,C02,03,299828,299828,2023-01-11T00:00:00-03:00
C02032346,Conector Jumper FO Duplex SC/SC 3M MM,C02,03,3807,3807,2013-10-28T00:00:00-03:00
C02032365,Rack Gabinete Autosoportado 32U 600x800 Puerta Vidrio,C02,03,289916,289916,2023-02-17T00:00:00-03:00
C02032554,Protector de empalme tubular fusion 60mm (manguito),C02,03,32,35,2023-06-14T00:00:00-04:00
C02032815,"Cabecera Fibra Optica 144 LC/SC 19"" ODF 4U",C02,03,315966,315966,2023-06-14T00:00:00-04:00
C02032818,Rack Gabinete Mural 18U 600mm acceso frontal y lateral,C02,03,185714,185714,2023-02-03T00:00:00-03:00
C02032819,Gabinete para 4 bandejas de 36 empalmes (total 144) de FO Furokawa DIO B144,C02,03,3457,3457,2020-08-28T00:00:00-03:00
C02032822,Kit anclaje y acomodación para bandeja de Fibra optica Furokawa b48,C02,03,3457,3457,2020-08-28T00:00:00-03:00
C02032826,Copla adaptadora SM SC-APC con shutter (obturador),C02,03,400,400,2023-06-27T00:00:00-04:00
C02032843,Bandeja empalme Fibra Optica 12f Furokawa CDOI 12,C02,03,8348,8348,2023-03-29T00:00:00-03:00
C02032911,Caja de Empalme FO de INT 24F 231302,C02,03,0,,
C02032913,CAJA DE EMPALME FO DE INT 120F (CEIP 120),C02,03,0,,
C02032916,CABECERA EASYFIBER MURAL 48F,C02,03,51584,51583.5,2022-12-29T00:00:00-03:00
C02032918,CABECERA FIJA 2U 48F SC-APC C/BANDEJA EMPALME,C02,03,61755,61754.5944,2023-06-06T00:00:00-04:00
C02032921,GABINETE RACK 42U ARMABLE P/VIDRIO,C02,03,0,,
C02032936,MINIPLACA EASYFIBER 6 GUIAS SC APC DUPLEX SM,C02,04,8365,8365,2022-12-29T00:00:00-03:00
C02032948,MUFA FO PLANA HOR 48F H012,C02,03,30047,29401.9146,2023-06-06T00:00:00-04:00
C02032954,MODULO F COAXIAL  546620,C02,03,1538,1537.6392,2023-06-06T00:00:00-04:00
C02033016,Cabecera FO Mural Exterior (mufa) 16F SC Simplex/8 LC Duplex,C02,03,19832,19832,2023-06-05T00:00:00-04:00
C02033024,Bandeja FO Mural 24 posiciones ST/FC,C02,03,36360,36359.7,2023-06-08T00:00:00-04:00
C02033049,Adaptador LC-LC FO Duplex Multimodo OM3,C02,03,582,582,2023-06-09T00:00:00-04:00
C02033130,MODULO Gigabit SFP 1G Multimodo UF-MM-1G,C02,03,0,,
C02033231,"Pigtail LC Multimodo OM3 Celeste 1,5m",C02,03,745,745,2023-06-27T00:00:00-04:00
C02033320,Cabecera FO Mural Exterior 8F SC  (mufa) 4 LC Duplex,C02,03,0,,
C02040126,Face plate 1P Leviton,C02,04,450,450,
C02040165,Face plate 2P Siemon,C02,04,543,543,2019-08-28T00:00:00-03:00
C02040259,Face plate U-kbling 2P,C02,04,330,330,2017-03-23T00:00:00-03:00
C02040322,Modulo RJ45 cat 6 U-Kbling Negro 180° HD,C02,04,2957,2983,2023-06-09T00:00:00-04:00
C02040334,Face plate 2P AMP,C02,04,682,677.35,2021-04-12T00:00:00-03:00
C02040335,Modulo RJ45 cat 6 Trimerx blanco,C02,04,2596,2798,2023-04-28T00:00:00-03:00
C02040336,cubierta plastica rj45 (funda capuchon),C02,04,40,40,2023-06-05T00:00:00-04:00
C02040393,Modulo RJ45 cat 5 Punchable,C02,04,6462,6462.33,2020-03-12T00:00:00-03:00
C02040394,Face plate 1P Trimerx,C02,04,1174,1202,2023-04-28T00:00:00-03:00
C02040395,Patch Panel 24P CAT6 AMP,C02,04,21681,21681,2021-08-06T00:00:00-04:00
C02040400,Patch panel 24P CAT6 Ortronix,C02,04,57760,57760,2020-06-15T00:00:00-04:00
C02040401,User cord cat5 3.0mts Azul,C02,04,870,857,2020-09-28T00:00:00-03:00
C02040402,Adaptador modulos Keystone para Legrand Mosaic,C02,04,555,555,2015-04-06T00:00:00-03:00
C02040658,Patch cords cat5 1 mts Inyectado,C02,04,1235,1235,2023-06-05T00:00:00-04:00
C02040808,Conector Macho RJ45 Cat5  para crimpar,C02,04,58,53,2023-04-28T00:00:00-03:00
C02040890,Soporte placa Matix,C02,04,4216,4216,2022-01-21T00:00:00-03:00
C02040927,User cord cat6 5mts Inyectado,C02,04,4782,4782,2020-10-07T00:00:00-03:00
C02040928,Velcro de 22 mm,C02,04,5835,13387.6,2022-12-12T00:00:00-03:00
C02041659,"Patch Panel 24P CAT5E 19"" (generico)",C02,04,16801,24000,2023-05-19T00:00:00-04:00
C02041703,"Patch Panel 12P CAT6 19"" (generico)",C02,04,16900,16900,2023-05-19T00:00:00-04:00
C02041782,"Patch Panel 24P 19"" 1U solo placa p/modulos Trimerx",C02,04,17681,24000,2023-05-10T00:00:00-03:00
C02041783,Modulo ciego tapa blanco para placas y faceplate Trimerx x10unid,C02,04,103,103,2020-01-02T00:00:00-03:00
C02041784,Modulo RJ45 cat 6A F/UTP Trimerx blanco,C02,04,1882,1882,2021-07-19T00:00:00-04:00
C02041791,Patch cord CAT6A 1M Inyectado,C02,04,1521,1521,2023-04-28T00:00:00-03:00
C02041792,User cord CAT6A 2M Inyectado,C02,04,4131,4131.1,2018-06-28T00:00:00-04:00
C02041805,Patch cord CAT6A 0.5M Inyectado,C02,04,1361,1361,2023-05-22T00:00:00-04:00
C02041818,Patch cord CAT6 0.5M Inyectado Trimerx o similar,C02,04,1361,1361,2023-04-28T00:00:00-03:00
C02041952,Patch cord CAT6 1M Inyectado,C02,04,1504,1504,2023-06-05T00:00:00-04:00
C02041953,User cord cat6 2M Inyectado,C02,04,2684,2683.913,2023-01-11T00:00:00-03:00
C02041961,Conector Macho RJ45 Cat6 para crimpar,C02,04,100,100,2023-04-28T00:00:00-03:00
C02041962,Conector Macho RJ45 Cat6A Blindado para crimpar,C02,04,1840,1840,2019-07-18T00:00:00-04:00
C02041975,Conector Jumper FO Duplex LC/LC MM OM3 1M,C02,03,2664,2664,2023-03-23T00:00:00-03:00
C02042240,Face plate 1P Ortronix,C02,04,1203,1391.997,2012-07-23T00:00:00-04:00
C02042289,Face plate 1P generico,C02,04,1076,1076,2023-06-05T00:00:00-04:00
C02042290,Face plate U-kbling 1P,C02,04,252,251.56,2014-03-25T00:00:00-03:00
C02042344,"Bandeja 19"" para Fibra Optica",C02,04,49500,49500,2017-01-12T00:00:00-03:00
C02042345,Adaptador SC Simplex Hembra/Hembra,C02,04,404,404,2019-12-24T00:00:00-03:00
C02042445,"Patch Panel 24P CAT6 19"" Trimerx",C02,04,23193,23193,2023-06-09T00:00:00-04:00
C02042505,Patch Panel 16P CAT6 (generico),C02,04,0,,
C02042546,JUMPER SX SC/SC SM APC LSZH 2 MTS,C02,04,1880,1880,2023-01-19T00:00:00-03:00
C02042601,Toma 1P Adaptador TV Bticino,C02,04,0,,
C03050072,Switch 24 puertos Planet FNSW-2400 PS PoE 360 watt,C03,05,290997,290997,2019-10-04T00:00:00-03:00
C03050073,Switch 16+2 puertos Dahua PFS4218-16ET-190 PoE + 2 SFT 10/100/1000,C03,05,171794,171794,2023-01-27T00:00:00-03:00
C03050387,Switch GB POE+ No adm. 16 Puertos 2 SFP 125 Watts,C03,05,164050,164050,2022-10-06T00:00:00-03:00
C03050456,Switch CISCO 22-1000 S-SFP no-admin SR2024T,C03,05,180500,180500,2019-07-11T00:00:00-04:00
C03050457,Conversor Fibra Optica/Utp SC Media Converter,P07,12,25928,32353,2021-08-06T00:00:00-04:00
C03050460,"Switch 24+2 puertos Unifi Ubiquiti USW-PRO-24-POE 16PoE+, 8PoE++, 2 xGbSFP 400 watt",C03,05,707787,664200,2023-04-27T00:00:00-03:00
C03051563,Switch 48 puertos Cisco WS-C3750-48PS PoE,C03,05,318792,318792.45,2017-07-28T00:00:00-04:00
C03051801,Switch 8 puertos TP-Link TL-SF1008P 100MBS 4 bocas PoE 53W No administrable,C03,05,53000,53000,2023-05-03T00:00:00-03:00
C03051816,Switch 24+2 puertos Dahua PFS4228-24P-370 24 PoE 10/100 2 Puertos SFP 1000 capa 2,C03,05,267800,267800,2023-05-03T00:00:00-03:00
C03051889,Switch 16 puertos TP-Link o similar 10/100,C03,05,36183,36182.65,2019-03-19T00:00:00-03:00
C03051929,Switch 24+2 puertos Ubiquiti Edge 200W-tot 24-1000 PoE24 2 SFP adm capa 3 DHCP,C03,05,223200,223200,2020-08-12T00:00:00-03:00
C03051971,Switch 4+2 puertos Dahua PFS3006-4ET-60 100MBS 4 bocas PoE 60W,C03,05,41341,41341,2023-06-02T00:00:00-04:00
C03052267,Switch 8+2 Ubiquiti Unifi 8xGigE L2 PoE US-8-150W,C03,05,221849,221849,2023-05-15T00:00:00-04:00
C03052318,NAS Array Share Space Western Digital 8Tb,C03,05,503700,503700,2017-06-29T00:00:00-04:00
C03052406,Switch 4+12 Unifi Ubiquiti ES-12F 12 xGbSFP + 4 GbRJ45 administrable,C03,05,181176,181176,2021-04-23T00:00:00-03:00
C03052482,Switch 16 puertos Unifi US-16-XG 10Gb12SFPx10G+4RJ45 administrable,C03,05,540240,540240,2021-09-01T00:00:00-03:00
C03052631,Switch 8 puertos Dahua PFS3010-8ET-96 PoE,C03,05,70256,70256,2023-01-27T00:00:00-03:00
C03052732,SWITCH 16-PORT POE GIGABIT NO ADMINISTRABLE DAHUA DH-PFS3016-16GT,C03,05,0,,
C03052833,Switch 8 Port Fast Ethernet Unmanaged POE,C03,05,53260,53260,2023-05-31T00:00:00-04:00
C03052841,Switch 16 Port Fast Ethernet Unmanaged POE,C03,05,139400,139400,2023-05-31T00:00:00-04:00
C03061281,Access Point Ubiquiti Cielo Falso UAP LR,C03,06,250500,250500,2023-05-03T00:00:00-03:00
C03061301,Access Point Ubiquiti Exterior UAP Outdoor 300MBPS 2-RPSMA C/POE 2.4G,C03,06,110888,110888,2016-10-05T00:00:00-03:00
C03061371,Access Point Mikrotik RBSXTG-5HPacD-SA 90° Poe,C03,06,,,
C03061381,Antena Mikrotik SXT SA 802.11 13DBI 90° 1300MW 720 MHz Exterior punto a punto,C03,06,87750,87750,2017-02-07T00:00:00-03:00
C03061382,Mastil telescopico 6M con vientos Linkmade,C03,06,44250,44250,2017-02-07T00:00:00-03:00
C03061383,Base anclaje mastil piso muro Linkmade,C03,06,25900,25900,2018-09-25T00:00:00-03:00
C03062036,Antena punto a punto 450 MB/s Ubiquiti AC 5GHz 13dbi23db 1-1000-rj45 req-PoE24v 2x2 Airmax CPE/AP NS-5ACL,C03,06,117900,117900,2022-08-23T00:00:00-03:00
C03062037,Protector de señal para exterior Ubiquiti  ETHSP,C03,06,13600,13600,2019-12-02T00:00:00-03:00
C03062254,Soporte Nanostation ventana/muro Ubiquiti NS-WM,C03,06,22100,22100,2022-08-23T00:00:00-03:00
C03062255,Antena LOCOM5 Ubiquiti Radio NanoStation M 5Ghz 13dBi,C03,06,68890,68889.915,2023-03-28T00:00:00-03:00
C03062256,"Antena banda dual Ubiquiti UMA-D 2,5/5 GHz 90/2,4GHz/45/5GHz",C03,06,78500,78500,2021-04-23T00:00:00-03:00
C03062257,"Access Point UAP-AC-HD Unifi 2,4/5GHz High Density IN/Out",C03,06,234880,234880,2021-03-18T00:00:00-03:00
C03062258,"Access Point UAP-AC-M Unifi 2,4/5GHz Indoor/Outdoor POE con antena cambiable",C03,06,111180,111180,2022-08-25T00:00:00-03:00
C03062659,Antena enlace PtP o PtMP Ubiquiti Powerbeam 5AC PBE-5AC-GEN2,C03,06,147000,147000,2022-02-08T00:00:00-03:00
C03062667,Soporte Universal Ubiquiti UB-AM 50cm abatible para muro exterior,C03,06,7890,7890,2022-02-08T00:00:00-03:00
C03062768,Extensor Huawei Wifi - Lan Edge Ont Wa8021v5,C03,06,49580,49579.83,2023-05-23T00:00:00-04:00
C03070068,Switch 8 puertos basico uso residencial,C03,07,14260,14260,2023-05-09T00:00:00-03:00
C03070252,Router TP Link para kit CCTV,C03,07,16798,16798,2022-11-09T00:00:00-03:00
C03070314,Switch 4+1 puertos basico mas wifi Router,C03,07,17723,17723,2022-08-24T00:00:00-03:00
C03070546,"Inyector POE Planet,IEEE802,3af injector",C03,07,20434,21900,2021-08-05T00:00:00-04:00
C03071235,Switch 24 puertos TP-LINK TL-SF1024 10/100,C03,07,34790,34790,2019-12-20T00:00:00-03:00
C03071384,Switch 5 puertos TP-LINK 5-1000 Gigabit no/adm no/rack TL-SG1005 10/100/1000,C03,07,5790,5790,2017-11-30T00:00:00-03:00
C03072038,"Inyector POE Ubiquiti 24VDC 7W Gigabit injector 0,3A",C03,07,9306,9306,2022-03-14T00:00:00-03:00
C04080040,Bus Control GF BC,C04,08,10084,9740.48,2013-04-22T00:00:00-03:00
C04080097,Central Conserjeria CE-941 PLUS Golmar,C04,08,113210,224.169844139873,2013-09-27T00:00:00-03:00
C04080098,Central Conserjeria GT/MKB-N Aiphone,C04,08,274668,274668.1404,2023-01-30T00:00:00-03:00
C04080110,Citofono GF-1DK Aiphone,C04,08,16463,17230.67,2015-04-16T00:00:00-03:00
C04080111,Citofono GT-1D Aiphone,C04,08,29217,29223.88,2023-05-23T00:00:00-04:00
C04080112,Citofono Golmar T-540 UNO,C04,08,15409,22.92552,2022-07-06T00:00:00-04:00
C04080113,Citófono Golmar T-740 PLUS,C04,08,11304,11623.7178103826,2013-06-30T00:00:00-04:00
C04080164,Expansor cable GFW LD,C04,08,45080,90285.3,2012-06-11T00:00:00-04:00
C04080167,Frente Panel 2110/AL Golmar,C04,08,0,,
C04080208,Modulo de Sonido EL-540 Golmar,C04,08,6986,6986,
C04080389,Perfiles N6002 Golmar laterales para placas de 2 modulos Nexa,C04,08,7046,12.6,2014-02-17T00:00:00-03:00
C04080410,Marco Frontal de 3 Modulos GF-3F Aiphone,C04,08,10785,10784.8,2018-12-06T00:00:00-03:00
C04080440,Panel de un boton GT-1P Aiphone,C04,08,10870,10870.2,2022-05-05T00:00:00-03:00
C04080454,Conector RJ11,C04,08,36,50.42,2020-11-02T00:00:00-03:00
C04080468,Citofono secundario Videx 3111 (para intercom c/3197),C04,08,9960,9960,2013-10-14T00:00:00-03:00
C04080469,Citofono Digital 2 Hilos Videx 3171B,C04,08,19900,19900,2021-09-13T00:00:00-03:00
C04080503,Bus Control Video Aiphone GT/VBC,C04,08,47498,47016.97,2017-10-11T00:00:00-03:00
C04080556,Modulo N1000/AL Golmar rejilla video sin pulsadores Nexa,C04,08,5061,9.05,2014-02-17T00:00:00-03:00
C04080557,Modulo N3140/AL Golmar Nexa de 4 pulsadores,C04,08,8305,14.85,2014-02-17T00:00:00-03:00
C04080591,Modulo EL610D Golmar 10 pulsadores digital para placas Nexa instalacion Plus y Vista plus,C04,08,7343,13.13,2014-02-17T00:00:00-03:00
C04080593,Caja empotrar NCEV-90C Golmar Nexa para placas de 2 módulos,C04,08,1437,2.57,2014-02-17T00:00:00-03:00
C04080595,"Video Portero exterior Dahua VTO6210B con lectora proximidad, IP, cámara de 1 MP IP65 y POE",C04,08,58740,58740,2018-11-26T00:00:00-03:00
C04080600,Modulo EL631/Plus Golmar Video para placas Nexa modular e instalacion Plus,C04,08,71778,128.35,2014-02-17T00:00:00-03:00
C04080711,Central Conserjeria Golmar CE TK-590 Plus,C04,08,205895,238.5226,2022-04-20T00:00:00-03:00
C04080746,Citofono Farfisa mod PT526W,C04,08,38500,38500,2013-10-14T00:00:00-03:00
C04080747,Portero de audio para sistema GT,C04,08,26630,26630.16,2017-11-22T00:00:00-03:00
C04080750,Video Portero Golmar Platea UNO,C04,08,28715,35,
C04080857,Caja para empotrar Bticino 331110 + soporte para 1 modulo exterior,C04,08,14472,14471.73,2018-10-08T00:00:00-03:00
C04080858,Marco Bticino 1 modulo 331211 Aluminio,C04,08,16113,16113.006,2018-10-08T00:00:00-03:00
C04080859,Modulo de audio digital Bticino 342160 2 botones,C04,08,62747,62746.866,2018-10-08T00:00:00-03:00
C04080860,Cubremodulo frontal Bticino 332111 audio + 1 pulsador Aluminio,C04,08,12629,12628.98,2018-10-08T00:00:00-03:00
C04080861,Derivador de montante de audio Bticino 346140,C04,08,28182,28182,2016-03-21T00:00:00-03:00
C04080875,Interface Montante 8/2 Hilos Bticino 346150,C04,08,148381,145365,2018-09-24T00:00:00-03:00
C04080879,Kit configuradores 0-9 Bticino 3501k,C04,08,2870,2870,2019-07-30T00:00:00-04:00
C04080912,Citofono Digital 2 Hilos Comelit 2719W/Y 5 Botones intercom,C04,08,72776,72776,2023-04-06T00:00:00-03:00
C04081086,Citofono Principal Videx 3197 con deco e intercom,C04,08,19600,19600,2013-10-14T00:00:00-03:00
C04081166,RCSH-Plus regleta de conexión Golmar,C04,08,3842,9.0252816241649,2013-09-27T00:00:00-03:00
C04081498,Carcaza teclado frontal Central Conserjeria GT GF/MK,C04,08,18043,18043.29,2017-05-15T00:00:00-04:00
C04081554,Teclado recambio Central Conserjeria GT/MK o GF/MK Aiphone,C04,08,17175,17175.3593,2017-08-25T00:00:00-03:00
C04081710,Citofono Bticino Sprint 344242 c/func Aux s/timbre,C04,08,36161,36161,2020-04-19T00:00:00-03:00
C04081734,Modulo de audio sin lector NFC GT-DB Aiphone,C04,08,104790,104790.07,2023-03-10T00:00:00-03:00
C04082041,Portero exterior Placa Marine Video Fermax Duox teclado Digital Extra ST3,C04,08,281983,281983.356470588,2019-12-24T00:00:00-03:00
C04082042,Portero exterior Fermax Placa Marine un boton ST1 CP 101 Color Duox,C04,08,167898,167898.487058824,2019-12-24T00:00:00-03:00
C04082043,Citofono Fermax ILOFT Duox manos libres digital 2h,C04,08,7534,7533.90647058823,2019-12-24T00:00:00-03:00
C04082045,Central Conserjeria Videx VX 2210,C04,08,340155,340154.92,2020-12-28T00:00:00-03:00
C04082047,Panel de un boton VX8203-1-A Videx,C04,08,78900,78900,2021-01-26T00:00:00-03:00
C04082048,Soporte frontal mod 8851-A Videx,C04,08,41500,41500,2021-01-26T00:00:00-03:00
C04082049,Marco Antilluvia mod 8871A Videx,C04,08,19818,,
C04082051,Citofono Fermax LOFT Duox Extra digital 2h F03422,C04,08,15973,15999.108,2020-09-15T00:00:00-03:00
C04082052,Citofono Fermax LOFT Duox Basic Plus digital 2h F03421,C04,08,13051,11293.488,2020-09-15T00:00:00-03:00
C04082053,"Monitor Videoportero Fermax VEO 4.3"" DUOX digital 2h F09445",C04,08,68364,68364.401196,2023-02-22T00:00:00-03:00
C04082054,Conector para Videoportero Fermax VEO/VEO-XS DUOX F09447,C04,08,6146,6222.9134422,2023-02-22T00:00:00-03:00
C04082055,"Monitor Videoportero Fermax VEO 4.3"" DUOX digital 2h F09448",C04,08,58628,58627.5349740933,2019-12-24T00:00:00-03:00
C04082098,"Alimentador Din6 Fermax 100-240VAC/18VDC-3,5A F04830",C04,08,67231,82.1222,2023-03-22T00:00:00-03:00
C04082099,Central de Consejeria Fermax Veo Duox Audio Negro F09413,C04,08,191989,244.8,2020-09-15T00:00:00-03:00
C04082100,Filtro Duox Fermax PVT03244,C04,08,23536,23.7,2020-09-15T00:00:00-03:00
C04082101,Adaptador Línea Duox Fermax F03255,C04,08,5625,7.01336,2023-06-19T00:00:00-04:00
C04082102,Regenerador Duox 1 Salida Fermax F03256,C04,08,56597,68.5272343525854,2020-10-08T00:00:00-03:00
C04082146,Placa City Video Duox Plus Direct 1L Fermax F73638,C04,08,195519,249.3,2020-09-15T00:00:00-03:00
C04082147,Placa City Video Duox Plus Digital Fermax F73871,C04,08,333628,425.4,2020-09-15T00:00:00-03:00
C04082148,Placa City S1 AP101 Duox Plus Fermax F40702,C04,08,93600,116.6878,2023-06-19T00:00:00-04:00
C04082149,Placa City S1 CP101 Duox Plus Fermax F40708,C04,08,160234,218.74428,2023-06-19T00:00:00-04:00
C04082150,"Monitor Veo WIFI 4,3"" Duox Plus Fermax F09446",C04,08,87337,107.82044,2023-02-22T00:00:00-03:00
C04082151,"Monitor Veo-XS WIFI 4,3"" Duox Plus Fermax F09449",C04,08,74506,95,2020-09-15T00:00:00-03:00
C04082152,Telefono Veo Duox Plus Fermax F03444,C04,08,15530,19.3472,2023-06-19T00:00:00-04:00
C04082153,Telefono Ilof Duox Plus Fermax F03450,C04,08,23490,29.50448,2023-06-19T00:00:00-04:00
C04082154,Telefono Loft Basic Duox Plus Fermax F03451,C04,08,13714,15.6168,2021-01-18T00:00:00-03:00
C04082155,Telefono Loft Extra Duox Plus Fermax F03452,C04,08,25186,,
C04082156,Central conserjeria Veo Audio Duox Plus Fermax F09423,C04,08,258802,326.72584,2023-06-19T00:00:00-04:00
C04082157,Alimentador+Filtro DIN10 24VDC-2.5A Fermax F04825,C04,08,51760,64.6922,2023-06-19T00:00:00-04:00
C04082158,Regenerador Dual Duox Plus 1S Fermax F03268,C04,08,58543,73.03568,2023-06-19T00:00:00-04:00
C04082159,Regenerador Duox Plus 2S Fermax F03269,C04,08,116335,144.6676,2023-05-25T00:00:00-04:00
C04082160,"Monitor Mio 7"" Blanco Meet Fermax F952201",C04,08,76074,97,2020-09-15T00:00:00-03:00
C04082161,Conector Monitor Mio/Neo/Wit Meet Fermax F09541,C04,08,4986,5.56232,2023-06-19T00:00:00-04:00
C04082162,Placa Milo Video Tactil Digital Meet Fermax F09532,C04,08,378398,480.41516,2023-06-19T00:00:00-04:00
C04082163,"Kit Video WAY-FI 7"" 1/L Fermax F01431",C04,08,183085,198.9,2022-09-01T00:00:00-03:00
C04082164,"Kit Video WAY 7"" 1/L Fermax F01401",C04,08,94112,120,2020-09-15T00:00:00-03:00
C04082165,Caja de Empotrar Placa Milo Digital Meet Fermax F09542,C04,08,9512,12.092,2023-06-19T00:00:00-04:00
C04082166,Caja Empotrar City S1 Fermax F08851,C04,08,8430,10.52004,2023-06-19T00:00:00-04:00
C04082167,Caja Empotrar City S5 Fermax F08855,C04,08,13018,18.6487723375535,2020-10-08T00:00:00-03:00
C04082168,Caja Empotrar City S7 Fermax F08857,C04,08,10677,14.57685,2021-07-05T00:00:00-04:00
C04082169,Alimentador DIN6 100-240VAC/12VDC-2A Fermax F04813,C04,08,35470,43.32654,2023-03-22T00:00:00-03:00
C04082170,Splitter POE SP-POE12 Fermax F01498,C04,08,9411,12,2020-09-15T00:00:00-03:00
C04082172,Placa City Audio Duox Plus Direct Fermax F73611,C04,08,125313,159.782681388158,2020-10-08T00:00:00-03:00
C04082173,Amplificador Video Digital S/A Duox Plus PVT09324,C04,08,23401,29.8380357400856,2020-10-08T00:00:00-03:00
C04082239,Central de Conserjeria Comelit 1500 Usuario,C04,08,429050,429050,2023-01-12T00:00:00-03:00
C04082275,Base RCPL-UNO Golmar,C04,08,1924,3.44,2014-02-17T00:00:00-03:00
C04082298,Citofono T-5720 Golmar,C04,08,10684,16.1394994470492,2017-07-21T00:00:00-04:00
C04082317,Modulo Audio Skyline W Duox Plus Fermax F73901,C04,08,42736,58.50846,2021-07-05T00:00:00-04:00
C04082320,Soporte Panel 600/AL Golmar,C04,08,0,15000,
C04082327,EL562 Golmar,C04,08,0,50000,
C04082328,RCSH-562 Golmar,C04,08,0,,
C04082329,DL6-PLUS/2H Golmar,C04,08,4206,4206.3344,2012-12-06T00:00:00-03:00
C04082330,Central Conserjeria CE-990 PLUS Golmar,C04,08,0,,
C04082331,RD-PLUS/UNO SE Golmar,C04,08,15740,31480,
C04082332,CD-2 PLUS Golmar,C04,08,29032,43.5510302539423,2017-07-21T00:00:00-04:00
C04082333,EL560 TX/TP 2H Golmar,C04,08,0,,
C04082335,Teclado Direct Duo Bus2 W Skyline Fermax F7439,C04,08,74899,102.5406,2021-07-05T00:00:00-04:00
C04082337,Soporte Sobremesa Aiphone GFW/S,C04,08,6088,6087.8,2013-01-15T00:00:00-03:00
C04082339,Bus Control GT BC,C04,08,30863,30862.6084,2023-05-02T00:00:00-03:00
C04082348,Lector Proximidad V Skyline Fermax F7440,C04,08,93109,127.47204,2021-07-05T00:00:00-04:00
C04082349,Marco Skyline 6v S7 Fermax F7336,C04,08,21662,29.65635,2021-07-05T00:00:00-04:00
C04082354,Alimentador Din6 100-240VAC/24VDC-2A Fermax F04840,C04,08,42171,52.84552,2023-05-25T00:00:00-04:00
C04082359,Interfaz Camara Duox Plus Fermax F9444,C04,08,52870,72.3816,2021-07-05T00:00:00-04:00
C04082377,Modulo Cámara Color GT-VB Aiphone,C04,08,86850,85614.72,2018-12-06T00:00:00-03:00
C04082378,Panel de Cámara GT-VP Aiphone,C04,08,10785,10784.8,2018-12-06T00:00:00-03:00
